---------------------------------------------------------------------------------------------------------
Benchmark                                               Time             CPU   Iterations UserCounters...
BM_write_seq_indexed<__m256i>/262144                 7875 ns         7875 ns       114108 bytes_per_second=31.0019Gi/s items_per_second=1.04025G/s 262144
BM_write_seq_indexed<__m256i>/524288                16050 ns        16050 ns        37777 bytes_per_second=30.4231Gi/s items_per_second=1.02083G/s 524288
BM_write_seq_indexed<__m256i>/1048576               32205 ns        32205 ns        22900 bytes_per_second=30.3233Gi/s items_per_second=1.01748G/s 1048576
BM_write_seq_indexed<__m256i>/2097152               68283 ns        68283 ns        10164 bytes_per_second=28.6033Gi/s items_per_second=959.769M/s 2097152
BM_write_seq_indexed<__m256i>/4194304              137116 ns       137114 ns         4654 bytes_per_second=28.4891Gi/s items_per_second=955.934M/s 4194304
BM_write_seq_indexed<__m256i>/8388608              548281 ns       548277 ns         1397 bytes_per_second=14.2492Gi/s items_per_second=478.124M/s 8388608
BM_write_seq_indexed<__m256i>/16777216            1322024 ns      1321999 ns          556 bytes_per_second=11.8192Gi/s items_per_second=396.587M/s 16777216
BM_write_seq_indexed<__m256i>/33554432            2881951 ns      2881929 ns          251 bytes_per_second=10.8434Gi/s items_per_second=363.845M/s 33554432
BM_write_seq_indexed<__m256i>/67108864            5841860 ns      5841759 ns          115 bytes_per_second=10.6988Gi/s items_per_second=358.993M/s 67108864
BM_write_seq_indexed<__m256i>/134217728          11303681 ns     11303698 ns           53 bytes_per_second=11.0583Gi/s items_per_second=371.056M/s 134217728
BM_write_seq_indexed<__m256i>/268435456          23909914 ns     23909940 ns           30 bytes_per_second=10.4559Gi/s items_per_second=350.842M/s 268435456
BM_write_seq_indexed<__m256i>/536870912          46831569 ns     46821575 ns           16 bytes_per_second=10.6788Gi/s items_per_second=358.322M/s 536870912
BM_write_seq_indexed<__m256i>/1073741824         90143258 ns     90135114 ns            7 bytes_per_second=11.0945Gi/s items_per_second=372.268M/s 1073741824
